ID,Name,Municipality_ID,CreatedOn,CreatedBy,LastUpdate,UpdateBy,Deleted
838,HEINO,177,2021-10-06 19:05:57,System - import,2021-10-06 19:05:57,System - import,0
839,HEKELINGEN,612,2021-10-06 19:06:00,System - import,2021-10-06 19:06:00,System - import,0
840,HEKENDORP,589,2021-10-06 19:06:00,System - import,2021-10-06 19:06:00,System - import,0
841,HELDEN,918,2021-10-06 19:06:01,System - import,2021-10-06 19:06:01,System - import,0
842,HELENAVEEN,762,2021-10-06 19:06:02,System - import,2021-10-06 19:06:02,System - import,0
843,HELLENDOORN,163,2021-10-06 19:06:03,System - import,2021-10-06 19:06:03,System - import,0
844,HELLEVOETSLUIS,530,2021-10-06 19:06:05,System - import,2021-10-06 19:06:05,System - import,0
845,HELLOUW,304,2021-10-06 19:06:14,System - import,2021-10-06 19:06:14,System - import,0
846,HELLUM,40,2021-10-06 19:06:14,System - import,2021-10-06 19:06:14,System - import,0
847,HELMOND,794,2021-10-06 19:06:15,System - import,2021-10-06 19:06:15,System - import,0
848,HELVOIRT,788,2021-10-06 19:06:39,System - import,2021-10-06 19:06:39,System - import,0
849,HEM,454,2021-10-06 19:06:40,System - import,2021-10-06 19:06:40,System - import,0
850,HEMELUM,104,2021-10-06 19:06:41,System - import,2021-10-06 19:06:41,System - import,0
851,HEMMEN,1734,2021-10-06 19:06:41,System - import,2021-10-06 19:06:41,System - import,0
852,HEMPENS,80,2021-10-06 19:06:41,System - import,2021-10-06 19:06:41,System - import,0
853,HEMRIK,86,2021-10-06 19:06:42,System - import,2021-10-06 19:06:42,System - import,0
854,HENDRIK IDO AMBACHT,531,2021-10-06 19:06:42,System - import,2021-10-06 19:06:42,System - import,0
855,HENGELO GLD,248,2021-10-06 19:06:47,System - import,2021-10-06 19:06:47,System - import,0
856,HENGELO OV,164,2021-10-06 19:06:50,System - import,2021-10-06 19:06:50,System - import,0
857,HENGEVELDE,1735,2021-10-06 19:07:14,System - import,2021-10-06 19:07:14,System - import,0
858,HENGSTDIJK,677,2021-10-06 19:07:15,System - import,2021-10-06 19:07:15,System - import,0
859,HENSBROEK,429,2021-10-06 19:07:16,System - import,2021-10-06 19:07:16,System - import,0
860,HERBAIJUM,70,2021-10-06 19:07:16,System - import,2021-10-06 19:07:16,System - import,0
861,HERKENBOSCH,1669,2021-10-06 19:07:16,System - import,2021-10-06 19:07:16,System - import,0
862,HERKINGEN,504,2021-10-06 19:07:18,System - import,2021-10-06 19:07:18,System - import,0
863,HERNEN,296,2021-10-06 19:07:18,System - import,2021-10-06 19:07:18,System - import,0
864,HERPEN,828,2021-10-06 19:07:18,System - import,2021-10-06 19:07:18,System - import,0
865,HERTEN,957,2021-10-06 19:07:20,System - import,2021-10-06 19:07:20,System - import,0
866,HERTME,147,2021-10-06 19:07:21,System - import,2021-10-06 19:07:21,System - import,0
867,HERVELD,1734,2021-10-06 19:07:21,System - import,2021-10-06 19:07:21,System - import,0
868,HERWEN,196,2021-10-06 19:07:22,System - import,2021-10-06 19:07:22,System - import,0
869,HERWIJNEN,733,2021-10-06 19:07:23,System - import,2021-10-06 19:07:23,System - import,0
870,HETEREN,1734,2021-10-06 19:07:24,System - import,2021-10-06 19:07:24,System - import,0
871,HEUKELOM NB,824,2021-10-06 19:07:25,System - import,2021-10-06 19:07:25,System - import,0
872,HEUKELUM,733,2021-10-06 19:07:26,System - import,2021-10-06 19:07:26,System - import,0
873,HEUMEN,252,2021-10-06 19:07:26,System - import,2021-10-06 19:07:26,System - import,0
874,HEURNE,197,2021-10-06 19:07:27,System - import,2021-10-06 19:07:27,System - import,0
875,HEUSDEN GEM ASTEN,743,2021-10-06 19:07:27,System - import,2021-10-06 19:07:27,System - import,0
876,HEUSDEN GEM HEUSDEN,797,2021-10-06 19:07:28,System - import,2021-10-06 19:07:28,System - import,0
877,HEYTHUYSEN,920,2021-10-06 19:07:30,System - import,2021-10-06 19:07:30,System - import,0
878,HEZINGEN,183,2021-10-06 19:07:32,System - import,2021-10-06 19:07:32,System - import,0
879,HIAURE,58,2021-10-06 19:07:32,System - import,2021-10-06 19:07:32,System - import,0
880,HICHTUM,710,2021-10-06 19:07:32,System - import,2021-10-06 19:07:32,System - import,0
881,HIDAARD,140,2021-10-06 19:07:32,System - import,2021-10-06 19:07:32,System - import,0
882,HIERDEN,243,2021-10-06 19:07:32,System - import,2021-10-06 19:07:32,System - import,0
883,HIESLUM,710,2021-10-06 19:07:33,System - import,2021-10-06 19:07:33,System - import,0
884,HIJKEN,1731,2021-10-06 19:07:34,System - import,2021-10-06 19:07:34,System - import,0
885,HIJUM,81,2021-10-06 19:07:34,System - import,2021-10-06 19:07:34,System - import,0
886,HILAARD,140,2021-10-06 19:07:34,System - import,2021-10-06 19:07:34,System - import,0
887,HILLEGOM,534,2021-10-06 19:07:34,System - import,2021-10-06 19:07:34,System - import,0
888,HILVARENBEEK,798,2021-10-06 19:07:40,System - import,2021-10-06 19:07:40,System - import,0
889,HILVERSUM,402,2021-10-06 19:07:43,System - import,2021-10-06 19:07:43,System - import,0
890,HINDELOOPEN,104,2021-10-06 19:08:07,System - import,2021-10-06 19:08:07,System - import,0
891,HINNAARD,140,2021-10-06 19:08:07,System - import,2021-10-06 19:08:07,System - import,0
892,HIPPOLYTUSHOEF,462,2021-10-06 19:08:08,System - import,2021-10-06 19:08:08,System - import,0
893,HITZUM,70,2021-10-06 19:08:09,System - import,2021-10-06 19:08:09,System - import,0
894,HOBREDE,478,2021-10-06 19:08:09,System - import,2021-10-06 19:08:09,System - import,0
895,HOEDEKENSKERKE,654,2021-10-06 19:08:09,System - import,2021-10-06 19:08:09,System - import,0
896,HOEK,715,2021-10-06 19:08:10,System - import,2021-10-06 19:08:10,System - import,0
897,HOEK VAN HOLLAND,599,2021-10-06 19:08:11,System - import,2021-10-06 19:08:11,System - import,0
898,HOENDERLOO,200,2021-10-06 19:08:14,System - import,2021-10-06 19:08:14,System - import,0
899,HOENSBROEK,917,2021-10-06 19:08:14,System - import,2021-10-06 19:08:14,System - import,0
900,HOENZADRIEL,263,2021-10-06 19:08:20,System - import,2021-10-06 19:08:20,System - import,0
901,HOEVELAKEN,267,2021-10-06 19:08:20,System - import,2021-10-06 19:08:20,System - import,0
902,HOEVEN,1655,2021-10-06 19:08:22,System - import,2021-10-06 19:08:22,System - import,0
903,HOGE HEXEL,189,2021-10-06 19:08:24,System - import,2021-10-06 19:08:24,System - import,0
904,HOLLANDSCHE RADING,310,2021-10-06 19:08:24,System - import,2021-10-06 19:08:24,System - import,0
905,HOLLANDSCHEVELD,118,2021-10-06 19:08:25,System - import,2021-10-06 19:08:25,System - import,0
906,HOLLUM,60,2021-10-06 19:08:26,System - import,2021-10-06 19:08:26,System - import,0
907,HOLSLOOT,109,2021-10-06 19:08:27,System - import,2021-10-06 19:08:27,System - import,0
908,HOLTEN,178,2021-10-06 19:08:27,System - import,2021-10-06 19:08:27,System - import,0
909,HOLTHEES,756,2021-10-06 19:08:30,System - import,2021-10-06 19:08:30,System - import,0
910,HOLTHEME,160,2021-10-06 19:08:30,System - import,2021-10-06 19:08:30,System - import,0
911,HOLTHONE,160,2021-10-06 19:08:31,System - import,2021-10-06 19:08:31,System - import,0
912,HOLTUM,1883,2021-10-06 19:08:31,System - import,2021-10-06 19:08:31,System - import,0
913,HOLWERD,58,2021-10-06 19:08:31,System - import,2021-10-06 19:08:31,System - import,0
914,HOLWIERDE,10,2021-10-06 19:08:32,System - import,2021-10-06 19:08:32,System - import,0
915,HOMMERTS,683,2021-10-06 19:08:32,System - import,2021-10-06 19:08:32,System - import,0
916,HOMOET,1734,2021-10-06 19:08:32,System - import,2021-10-06 19:08:32,System - import,0
917,HONSELERSDIJK,565,2021-10-06 19:08:32,System - import,2021-10-06 19:08:32,System - import,0
918,HOOFDDORP,394,2021-10-06 19:08:35,System - import,2021-10-06 19:08:35,System - import,0
919,HOOFDPLAAT,1714,2021-10-06 19:08:48,System - import,2021-10-06 19:08:48,System - import,0
920,HOOG KEPPEL,256,2021-10-06 19:08:48,System - import,2021-10-06 19:08:48,System - import,0
921,HOOG SOEREN,200,2021-10-06 19:08:49,System - import,2021-10-06 19:08:49,System - import,0
922,HOOGBLOKLAND,689,2021-10-06 19:08:49,System - import,2021-10-06 19:08:49,System - import,0
923,HOOGE MIERDE,1667,2021-10-06 19:08:49,System - import,2021-10-06 19:08:49,System - import,0
924,HOOGE ZWALUWE,1719,2021-10-06 19:08:50,System - import,2021-10-06 19:08:50,System - import,0
925,HOOGELOON,1728,2021-10-06 19:08:51,System - import,2021-10-06 19:08:51,System - import,0
926,HOOGENWEG,160,2021-10-06 19:08:51,System - import,2021-10-06 19:08:51,System - import,0
927,HOOGERHEIDE,873,2021-10-06 19:08:51,System - import,2021-10-06 19:08:51,System - import,0
928,HOOGERSMILDE,1731,2021-10-06 19:08:54,System - import,2021-10-06 19:08:54,System - import,0
929,HOOGEVEEN,118,2021-10-06 19:08:54,System - import,2021-10-06 19:08:54,System - import,0
930,HOOGEZAND,18,2021-10-06 19:09:05,System - import,2021-10-06 19:09:05,System - import,0
931,HOOGHALEN,1731,2021-10-06 19:09:11,System - import,2021-10-06 19:09:11,System - import,0
932,HOOGKARSPEL,498,2021-10-06 19:09:11,System - import,2021-10-06 19:09:11,System - import,0
933,HOOGLAND,307,2021-10-06 19:09:13,System - import,2021-10-06 19:09:13,System - import,0
934,HOOGLANDERVEEN,307,2021-10-06 19:09:16,System - import,2021-10-06 19:09:16,System - import,0
935,HOOGMADE,645,2021-10-06 19:09:17,System - import,2021-10-06 19:09:17,System - import,0
936,HOOGVLIET ROTTERDAM,599,2021-10-06 19:09:17,System - import,2021-10-06 19:09:17,System - import,0
937,HOOGWOUD,432,2021-10-06 19:09:25,System - import,2021-10-06 19:09:25,System - import,0
938,HOORN NH,405,2021-10-06 19:09:26,System - import,2021-10-06 19:09:26,System - import,0
939,HOORNAAR,689,2021-10-06 19:09:39,System - import,2021-10-06 19:09:39,System - import,0
940,HOORNSTERZWAAG,74,2021-10-06 19:09:39,System - import,2021-10-06 19:09:39,System - import,0
941,HORN,914,2021-10-06 19:09:40,System - import,2021-10-06 19:09:40,System - import,0
942,HORNHUIZEN,1663,2021-10-06 19:09:41,System - import,2021-10-06 19:09:41,System - import,0
943,HORSSEN,225,2021-10-06 19:09:41,System - import,2021-10-06 19:09:41,System - import,0
944,HORST,1507,2021-10-06 19:09:41,System - import,2021-10-06 19:09:41,System - import,0
945,HOUTEN,321,2021-10-06 19:09:45,System - import,2021-10-06 19:09:45,System - import,0
946,HOUTIGEHAGE,90,2021-10-06 19:09:54,System - import,2021-10-06 19:09:54,System - import,0
947,HOUWERZIJL,1663,2021-10-06 19:09:54,System - import,2021-10-06 19:09:54,System - import,0
948,HUIJBERGEN,873,2021-10-06 19:09:54,System - import,2021-10-06 19:09:54,System - import,0
949,HUIS TER HEIDE DR,1699,2021-10-06 19:09:55,System - import,2021-10-06 19:09:55,System - import,0
950,HUIS TER HEIDE UT,355,2021-10-06 19:09:55,System - import,2021-10-06 19:09:55,System - import,0
951,HUISSEN,1705,2021-10-06 19:09:56,System - import,2021-10-06 19:09:56,System - import,0
952,HUIZEN,406,2021-10-06 19:10:00,System - import,2021-10-06 19:10:00,System - import,0
953,HUIZINGE,24,2021-10-06 19:10:12,System - import,2021-10-06 19:10:12,System - import,0
954,HULSBERG,951,2021-10-06 19:10:12,System - import,2021-10-06 19:10:12,System - import,0
955,HULSEL,1667,2021-10-06 19:10:13,System - import,2021-10-06 19:10:13,System - import,0
956,HULSHORST,302,2021-10-06 19:10:13,System - import,2021-10-06 19:10:13,System - import,0
957,HULST,677,2021-10-06 19:10:14,System - import,2021-10-06 19:10:14,System - import,0
958,HULTEN,784,2021-10-06 19:10:18,System - import,2021-10-06 19:10:18,System - import,0
959,HUMMELO,256,2021-10-06 19:10:18,System - import,2021-10-06 19:10:18,System - import,0
960,HUNS,140,2021-10-06 19:10:19,System - import,2021-10-06 19:10:19,System - import,0
961,HUNSEL,925,2021-10-06 19:10:19,System - import,2021-10-06 19:10:19,System - import,0
962,HURDEGARYP,737,2021-10-06 19:10:19,System - import,2021-10-06 19:10:19,System - import,0
963,HURWENEN,263,2021-10-06 19:10:20,System - import,2021-10-06 19:10:20,System - import,0
964,IDAERD,55,2021-10-06 19:10:20,System - import,2021-10-06 19:10:20,System - import,0
965,IDSEGAHUIZUM,710,2021-10-06 19:10:20,System - import,2021-10-06 19:10:20,System - import,0
966,IDSKENHUIZEN,51,2021-10-06 19:10:20,System - import,2021-10-06 19:10:20,System - import,0
967,IDZEGA,683,2021-10-06 19:10:21,System - import,2021-10-06 19:10:21,System - import,0
968,IENS,140,2021-10-06 19:10:21,System - import,2021-10-06 19:10:21,System - import,0
969,IJHORST,180,2021-10-06 19:10:21,System - import,2021-10-06 19:10:21,System - import,0
970,IJLST,683,2021-10-06 19:10:21,System - import,2021-10-06 19:10:21,System - import,0
971,IJMUIDEN,453,2021-10-06 19:10:22,System - import,2021-10-06 19:10:22,System - import,0
972,IJSSELHAM,1708,2021-10-06 19:10:30,System - import,2021-10-06 19:10:30,System - import,0
973,IJSSELMUIDEN,166,2021-10-06 19:10:30,System - import,2021-10-06 19:10:30,System - import,0
974,IJSSELSTEIN UT,353,2021-10-06 19:10:32,System - import,2021-10-06 19:10:32,System - import,0
975,IJZENDIJKE,1714,2021-10-06 19:10:40,System - import,2021-10-06 19:10:40,System - import,0
976,IJZENDOORN,258,2021-10-06 19:10:41,System - import,2021-10-06 19:10:41,System - import,0
977,ILPENDAM,852,2021-10-06 19:10:41,System - import,2021-10-06 19:10:41,System - import,0
978,INDIJK,683,2021-10-06 19:10:42,System - import,2021-10-06 19:10:42,System - import,0
979,INGBER,1729,2021-10-06 19:10:42,System - import,2021-10-06 19:10:42,System - import,0
980,INGEN,214,2021-10-06 19:10:42,System - import,2021-10-06 19:10:42,System - import,0
981,IT HEIDENSKIP,104,2021-10-06 19:10:43,System - import,2021-10-06 19:10:43,System - import,0
982,ITENS,140,2021-10-06 19:10:43,System - import,2021-10-06 19:10:43,System - import,0
983,ITTERVOORT,925,2021-10-06 19:10:43,System - import,2021-10-06 19:10:43,System - import,0
984,JAARSVELD,331,2021-10-06 19:10:44,System - import,2021-10-06 19:10:44,System - import,0
985,JABEEK,881,2021-10-06 19:10:44,System - import,2021-10-06 19:10:44,System - import,0
986,JANNUM,1722,2021-10-06 19:10:44,System - import,2021-10-06 19:10:44,System - import,0
987,JELLUM,140,2021-10-06 19:10:44,System - import,2021-10-06 19:10:44,System - import,0
988,JELSUM,81,2021-10-06 19:10:44,System - import,2021-10-06 19:10:44,System - import,0
989,JIRNSUM,55,2021-10-06 19:10:44,System - import,2021-10-06 19:10:44,System - import,0
990,JISLUM,1722,2021-10-06 19:10:45,System - import,2021-10-06 19:10:45,System - import,0
991,JISP,880,2021-10-06 19:10:45,System - import,2021-10-06 19:10:45,System - import,0
992,JISTRUM,737,2021-10-06 19:10:45,System - import,2021-10-06 19:10:45,System - import,0
993,JONKERSLAN,86,2021-10-06 19:10:45,System - import,2021-10-06 19:10:45,System - import,0
994,JONKERSVAART,25,2021-10-06 19:10:45,System - import,2021-10-06 19:10:45,System - import,0
995,JOPPE,239,2021-10-06 19:10:45,System - import,2021-10-06 19:10:45,System - import,0
996,JORWERT,140,2021-10-06 19:10:46,System - import,2021-10-06 19:10:46,System - import,0
997,JOURE,51,2021-10-06 19:10:46,System - import,2021-10-06 19:10:46,System - import,0
998,JOUSWIER,58,2021-10-06 19:10:50,System - import,2021-10-06 19:10:50,System - import,0
999,JUBBEGA,74,2021-10-06 19:10:50,System - import,2021-10-06 19:10:50,System - import,0
1000,JUTRIJP,683,2021-10-06 19:10:51,System - import,2021-10-06 19:10:51,System - import,0
1001,KAAG,483,2021-10-06 19:10:51,System - import,2021-10-06 19:10:51,System - import,0
1002,KAATSHEUVEL,809,2021-10-06 19:10:51,System - import,2021-10-06 19:10:51,System - import,0
1003,KALENBERG,1708,2021-10-06 19:10:55,System - import,2021-10-06 19:10:55,System - import,0
1004,KALLENKOTE,1708,2021-10-06 19:10:55,System - import,2021-10-06 19:10:55,System - import,0
1005,KAMERIK,632,2021-10-06 19:10:55,System - import,2021-10-06 19:10:55,System - import,0
1006,KAMPEN,166,2021-10-06 19:10:56,System - import,2021-10-06 19:10:56,System - import,0
1007,KAMPERLAND,1695,2021-10-06 19:11:05,System - import,2021-10-06 19:11:05,System - import,0
1008,KAMPERVEEN,166,2021-10-06 19:11:07,System - import,2021-10-06 19:11:07,System - import,0
1009,KANTENS,1651,2021-10-06 19:11:07,System - import,2021-10-06 19:11:07,System - import,0
1010,KAPEL AVEZAATH,281,2021-10-06 19:11:08,System - import,2021-10-06 19:11:08,System - import,0
1011,KAPEL AVEZAATH BUREN,214,2021-10-06 19:11:08,System - import,2021-10-06 19:11:08,System - import,0
1012,KAPELLE,678,2021-10-06 19:11:08,System - import,2021-10-06 19:11:08,System - import,0
1013,KAPELLEBRUG,677,2021-10-06 19:11:10,System - import,2021-10-06 19:11:10,System - import,0
1014,KATLIJK,74,2021-10-06 19:11:10,System - import,2021-10-06 19:11:10,System - import,0
1015,KATS,1695,2021-10-06 19:11:10,System - import,2021-10-06 19:11:10,System - import,0
1016,KATTENDIJKE,664,2021-10-06 19:11:11,System - import,2021-10-06 19:11:11,System - import,0
1017,KATWIJK NB,1684,2021-10-06 19:11:11,System - import,2021-10-06 19:11:11,System - import,0
1018,KATWIJK ZH,537,2021-10-06 19:11:11,System - import,2021-10-06 19:11:11,System - import,0
1019,KATWOUDE,852,2021-10-06 19:11:21,System - import,2021-10-06 19:11:21,System - import,0
1020,KEDICHEM,545,2021-10-06 19:11:21,System - import,2021-10-06 19:11:21,System - import,0
1021,KEIJENBORG,248,2021-10-06 19:11:21,System - import,2021-10-06 19:11:21,System - import,0
1022,KEKERDOM,282,2021-10-06 19:11:22,System - import,2021-10-06 19:11:22,System - import,0
1023,KELPEN-OLER,920,2021-10-06 19:11:22,System - import,2021-10-06 19:11:22,System - import,0
1024,KERK AVEZAATH,214,2021-10-06 19:11:23,System - import,2021-10-06 19:11:23,System - import,0
1025,KERK AVEZAATH TIEL,281,2021-10-06 19:11:23,System - import,2021-10-06 19:11:23,System - import,0
1026,KERKDRIEL,263,2021-10-06 19:11:23,System - import,2021-10-06 19:11:23,System - import,0
1027,KERKENVELD,1690,2021-10-06 19:11:25,System - import,2021-10-06 19:11:25,System - import,0
1028,KERKRADE,928,2021-10-06 19:11:25,System - import,2021-10-06 19:11:25,System - import,0
1029,KERKWERVE,1676,2021-10-06 19:11:36,System - import,2021-10-06 19:11:36,System - import,0
1030,KERKWIJK,297,2021-10-06 19:11:37,System - import,2021-10-06 19:11:37,System - import,0
1031,KESSEL LB,929,2021-10-06 19:11:37,System - import,2021-10-06 19:11:37,System - import,0
1032,KESTEREN,258,2021-10-06 19:11:38,System - import,2021-10-06 19:11:38,System - import,0
1033,KIEL WINDEWEER,18,2021-10-06 19:11:39,System - import,2021-10-06 19:11:39,System - import,0
1034,KILDER,207,2021-10-06 19:11:40,System - import,2021-10-06 19:11:40,System - import,0
1035,KIMSWERD,710,2021-10-06 19:11:40,System - import,2021-10-06 19:11:40,System - import,0
1036,KINDERDIJK,571,2021-10-06 19:11:40,System - import,2021-10-06 19:11:40,System - import,0
1037,KLAASWAAL,611,2021-10-06 19:11:41,System - import,2021-10-06 19:11:41,System - import,0
1038,KLARENBEEK,285,2021-10-06 19:11:42,System - import,2021-10-06 19:11:42,System - import,0
1039,KLAZIENAVEEN,114,2021-10-06 19:11:43,System - import,2021-10-06 19:11:43,System - import,0
