ID,Name,Municipality_ID,CreatedOn,CreatedBy,LastUpdate,UpdateBy,Deleted
1228,MAASDAM,585,2021-10-06 19:16:18,System - import,2021-10-06 19:16:18,System - import,0
1229,MAASDIJK,565,2021-10-06 19:16:19,System - import,2021-10-06 19:16:19,System - import,0
1230,MAASHEES,756,2021-10-06 19:16:20,System - import,2021-10-06 19:16:20,System - import,0
1231,MAASLAND,555,2021-10-06 19:16:20,System - import,2021-10-06 19:16:20,System - import,0
1232,MAASSLUIS,556,2021-10-06 19:16:22,System - import,2021-10-06 19:16:22,System - import,0
1233,MAASTRICHT,935,2021-10-06 19:16:29,System - import,2021-10-06 19:16:29,System - import,0
1234,MAASTRICHT-AIRPORT,888,2021-10-06 19:16:59,System - import,2021-10-06 19:16:59,System - import,0
1235,MAASVLAKTE ROTTERDAM,599,2021-10-06 19:16:59,System - import,2021-10-06 19:16:59,System - import,0
1236,MACHAREN,828,2021-10-06 19:17:00,System - import,2021-10-06 19:17:00,System - import,0
1237,MADE,1719,2021-10-06 19:17:00,System - import,2021-10-06 19:17:00,System - import,0
1238,MAKKINGA,85,2021-10-06 19:17:03,System - import,2021-10-06 19:17:03,System - import,0
1239,MAKKUM FR,710,2021-10-06 19:17:03,System - import,2021-10-06 19:17:03,System - import,0
1240,MALDEN,252,2021-10-06 19:17:04,System - import,2021-10-06 19:17:04,System - import,0
1241,MANDER,183,2021-10-06 19:17:07,System - import,2021-10-06 19:17:07,System - import,0
1242,MANDERVEEN,183,2021-10-06 19:17:07,System - import,2021-10-06 19:17:07,System - import,0
1243,MANTGUM,140,2021-10-06 19:17:08,System - import,2021-10-06 19:17:08,System - import,0
1244,MANTINGE,1731,2021-10-06 19:17:08,System - import,2021-10-06 19:17:08,System - import,0
1245,MAREN KESSEL,808,2021-10-06 19:17:08,System - import,2021-10-06 19:17:08,System - import,0
1246,MARGRATEN,936,2021-10-06 19:17:09,System - import,2021-10-06 19:17:09,System - import,0
1247,MARIA HOOP,1711,2021-10-06 19:17:10,System - import,2021-10-06 19:17:10,System - import,0
1248,MARIAHOUT,1659,2021-10-06 19:17:10,System - import,2021-10-06 19:17:10,System - import,0
1249,MARIAPAROCHIE,183,2021-10-06 19:17:11,System - import,2021-10-06 19:17:11,System - import,0
1250,MARIENBERG,160,2021-10-06 19:17:11,System - import,2021-10-06 19:17:11,System - import,0
1251,MARIENHEEM,177,2021-10-06 19:17:11,System - import,2021-10-06 19:17:11,System - import,0
1252,MARIENVELDE,278,2021-10-06 19:17:12,System - import,2021-10-06 19:17:12,System - import,0
1253,MARIJENKAMPEN,1708,2021-10-06 19:17:12,System - import,2021-10-06 19:17:12,System - import,0
1254,MARKELO,1735,2021-10-06 19:17:12,System - import,2021-10-06 19:17:12,System - import,0
1255,MARKEN,852,2021-10-06 19:17:15,System - import,2021-10-06 19:17:15,System - import,0
1256,MARKENBINNEN,365,2021-10-06 19:17:15,System - import,2021-10-06 19:17:15,System - import,0
1257,MARKNESSE,171,2021-10-06 19:17:16,System - import,2021-10-06 19:17:16,System - import,0
1258,MARLE,1773,2021-10-06 19:17:17,System - import,2021-10-06 19:17:17,System - import,0
1259,MARRUM,1722,2021-10-06 19:17:17,System - import,2021-10-06 19:17:17,System - import,0
1260,MARSSUM,83,2021-10-06 19:17:18,System - import,2021-10-06 19:17:18,System - import,0
1261,MARUM,25,2021-10-06 19:17:18,System - import,2021-10-06 19:17:18,System - import,0
1262,MARWIJKSOORD,1680,2021-10-06 19:17:20,System - import,2021-10-06 19:17:20,System - import,0
1263,MASTENBROEK,166,2021-10-06 19:17:20,System - import,2021-10-06 19:17:20,System - import,0
1264,MATSLOOT,1699,2021-10-06 19:17:20,System - import,2021-10-06 19:17:20,System - import,0
1265,MAURIK,214,2021-10-06 19:17:20,System - import,2021-10-06 19:17:20,System - import,0
1266,MECHELEN,1729,2021-10-06 19:17:21,System - import,2021-10-06 19:17:21,System - import,0
1267,MEDEMBLIK,420,2021-10-06 19:17:22,System - import,2021-10-06 19:17:22,System - import,0
1268,MEEDEN,1987,2021-10-06 19:17:24,System - import,2021-10-06 19:17:24,System - import,0
1269,MEEDHUIZEN,10,2021-10-06 19:17:25,System - import,2021-10-06 19:17:25,System - import,0
1270,MEERKERK,707,2021-10-06 19:17:25,System - import,2021-10-06 19:17:25,System - import,0
1271,MEERLO,993,2021-10-06 19:17:26,System - import,2021-10-06 19:17:26,System - import,0
1272,MEERSSEN,938,2021-10-06 19:17:27,System - import,2021-10-06 19:17:27,System - import,0
1273,MEEUWEN,738,2021-10-06 19:17:29,System - import,2021-10-06 19:17:29,System - import,0
1274,MEGCHELEN,237,2021-10-06 19:17:29,System - import,2021-10-06 19:17:29,System - import,0
1275,MEGEN,828,2021-10-06 19:17:29,System - import,2021-10-06 19:17:29,System - import,0
1276,MEIJEL,941,2021-10-06 19:17:30,System - import,2021-10-06 19:17:30,System - import,0
1277,MELDERSLO,1507,2021-10-06 19:17:31,System - import,2021-10-06 19:17:31,System - import,0
1278,MELICK,1669,2021-10-06 19:17:32,System - import,2021-10-06 19:17:32,System - import,0
1279,MELISKERKE,717,2021-10-06 19:17:33,System - import,2021-10-06 19:17:33,System - import,0
1280,MELISSANT,504,2021-10-06 19:17:33,System - import,2021-10-06 19:17:33,System - import,0
1281,MENALDUM,83,2021-10-06 19:17:34,System - import,2021-10-06 19:17:34,System - import,0
1282,MENSINGEWEER,1663,2021-10-06 19:17:35,System - import,2021-10-06 19:17:35,System - import,0
1283,MEPPEL,119,2021-10-06 19:17:35,System - import,2021-10-06 19:17:35,System - import,0
1284,MEPPEN,109,2021-10-06 19:17:42,System - import,2021-10-06 19:17:42,System - import,0
1285,MERKELBEEK,881,2021-10-06 19:17:42,System - import,2021-10-06 19:17:42,System - import,0
1286,MERSELO,984,2021-10-06 19:17:43,System - import,2021-10-06 19:17:43,System - import,0
1287,METEREN,236,2021-10-06 19:17:43,System - import,2021-10-06 19:17:43,System - import,0
1288,METERIK,1507,2021-10-06 19:17:44,System - import,2021-10-06 19:17:44,System - import,0
1289,METSLAWIER,58,2021-10-06 19:17:44,System - import,2021-10-06 19:17:44,System - import,0
1290,MHEER,936,2021-10-06 19:17:45,System - import,2021-10-06 19:17:45,System - import,0
1291,MIDDELAAR,944,2021-10-06 19:17:45,System - import,2021-10-06 19:17:45,System - import,0
1292,MIDDELBURG,687,2021-10-06 19:17:45,System - import,2021-10-06 19:17:45,System - import,0
1293,MIDDELHARNIS,559,2021-10-06 19:17:57,System - import,2021-10-06 19:17:57,System - import,0
1294,MIDDELIE,478,2021-10-06 19:17:59,System - import,2021-10-06 19:17:59,System - import,0
1295,MIDDELSTUM,24,2021-10-06 19:17:59,System - import,2021-10-06 19:17:59,System - import,0
1296,MIDDENBEEMSTER,370,2021-10-06 19:18:00,System - import,2021-10-06 19:18:00,System - import,0
1297,MIDDENMEER,463,2021-10-06 19:18:01,System - import,2021-10-06 19:18:01,System - import,0
1298,MIDLAREN,1730,2021-10-06 19:18:03,System - import,2021-10-06 19:18:03,System - import,0
1299,MIDLUM,72,2021-10-06 19:18:03,System - import,2021-10-06 19:18:03,System - import,0
1300,MIDWOLDA,39,2021-10-06 19:18:03,System - import,2021-10-06 19:18:03,System - import,0
1301,MIDWOLDE,22,2021-10-06 19:18:04,System - import,2021-10-06 19:18:04,System - import,0
1302,MIDWOUD,529,2021-10-06 19:18:04,System - import,2021-10-06 19:18:04,System - import,0
1303,MIEDUM,80,2021-10-06 19:18:05,System - import,2021-10-06 19:18:05,System - import,0
1304,MIERLO,814,2021-10-06 19:18:05,System - import,2021-10-06 19:18:05,System - import,0
1305,MIJDRECHT,736,2021-10-06 19:18:07,System - import,2021-10-06 19:18:07,System - import,0
1306,MIJNSHEERENLAND,585,2021-10-06 19:18:11,System - import,2021-10-06 19:18:11,System - import,0
1307,MILDAM,74,2021-10-06 19:18:12,System - import,2021-10-06 19:18:12,System - import,0
1308,MILHEEZE,1652,2021-10-06 19:18:13,System - import,2021-10-06 19:18:13,System - import,0
1309,MILL,815,2021-10-06 19:18:13,System - import,2021-10-06 19:18:13,System - import,0
1310,MILLINGEN AAN DE RIJN,265,2021-10-06 19:18:15,System - import,2021-10-06 19:18:15,System - import,0
1311,MILSBEEK,907,2021-10-06 19:18:17,System - import,2021-10-06 19:18:17,System - import,0
1312,MINNERTSGA,63,2021-10-06 19:18:18,System - import,2021-10-06 19:18:18,System - import,0
1313,MIRNS,653,2021-10-06 19:18:19,System - import,2021-10-06 19:18:19,System - import,0
1314,MODDERGAT,58,2021-10-06 19:18:19,System - import,2021-10-06 19:18:19,System - import,0
1315,MOERDIJK,1709,2021-10-06 19:18:19,System - import,2021-10-06 19:18:19,System - import,0
1316,MOERGESTEL,824,2021-10-06 19:18:20,System - import,2021-10-06 19:18:20,System - import,0
1317,MOERKAPELLE,1666,2021-10-06 19:18:22,System - import,2021-10-06 19:18:22,System - import,0
1318,MOERSTRATEN,1674,2021-10-06 19:18:23,System - import,2021-10-06 19:18:23,System - import,0
1319,MOLENAARSGRAAF,693,2021-10-06 19:18:23,System - import,2021-10-06 19:18:23,System - import,0
1320,MOLENHOEK LB,944,2021-10-06 19:18:23,System - import,2021-10-06 19:18:23,System - import,0
1321,MOLENSCHOT,784,2021-10-06 19:18:24,System - import,2021-10-06 19:18:24,System - import,0
1322,MOLKWERUM,104,2021-10-06 19:18:25,System - import,2021-10-06 19:18:25,System - import,0
1323,MONNICKENDAM,852,2021-10-06 19:18:25,System - import,2021-10-06 19:18:25,System - import,0
1324,MONSTER,562,2021-10-06 19:18:28,System - import,2021-10-06 19:18:28,System - import,0
1325,MONTFOORT,335,2021-10-06 19:18:32,System - import,2021-10-06 19:18:32,System - import,0
1326,MONTFORT,1679,2021-10-06 19:18:34,System - import,2021-10-06 19:18:34,System - import,0
1327,MOOK,944,2021-10-06 19:18:35,System - import,2021-10-06 19:18:35,System - import,0
1328,MOOKHOEK,617,2021-10-06 19:18:36,System - import,2021-10-06 19:18:36,System - import,0
1329,MOORDRECHT,563,2021-10-06 19:18:36,System - import,2021-10-06 19:18:36,System - import,0
1330,MOORVELD,938,2021-10-06 19:18:38,System - import,2021-10-06 19:18:38,System - import,0
1331,MORRA,58,2021-10-06 19:18:38,System - import,2021-10-06 19:18:38,System - import,0
1332,MUIDEN,424,2021-10-06 19:18:39,System - import,2021-10-06 19:18:39,System - import,0
1333,MUIDERBERG,424,2021-10-06 19:18:40,System - import,2021-10-06 19:18:40,System - import,0
1334,MUNEIN,737,2021-10-06 19:18:41,System - import,2021-10-06 19:18:41,System - import,0
1335,MUNNEKEBUREN,98,2021-10-06 19:18:41,System - import,2021-10-06 19:18:41,System - import,0
1336,MUNNEKEZIJL,79,2021-10-06 19:18:41,System - import,2021-10-06 19:18:41,System - import,0
1337,MUNSTERGELEEN,1883,2021-10-06 19:18:42,System - import,2021-10-06 19:18:42,System - import,0
1338,MUNTENDAM,1987,2021-10-06 19:18:43,System - import,2021-10-06 19:18:43,System - import,0
1339,MUSSEL,37,2021-10-06 19:18:45,System - import,2021-10-06 19:18:45,System - import,0
1340,MUSSELKANAAL,37,2021-10-06 19:18:45,System - import,2021-10-06 19:18:45,System - import,0
1341,NAALDWIJK,565,2021-10-06 19:18:47,System - import,2021-10-06 19:18:47,System - import,0
1342,NAARDEN,425,2021-10-06 19:18:52,System - import,2021-10-06 19:18:52,System - import,0
1343,NAGELE,171,2021-10-06 19:18:56,System - import,2021-10-06 19:18:56,System - import,0
1344,NEDERASSELT,252,2021-10-06 19:18:57,System - import,2021-10-06 19:18:57,System - import,0
1345,NEDERHEMERT,297,2021-10-06 19:18:57,System - import,2021-10-06 19:18:57,System - import,0
1346,NEDERHORST DEN BERG,1696,2021-10-06 19:18:58,System - import,2021-10-06 19:18:58,System - import,0
1347,NEDERLAND,1708,2021-10-06 19:18:59,System - import,2021-10-06 19:18:59,System - import,0
1348,NEDERWEERT,946,2021-10-06 19:18:59,System - import,2021-10-06 19:18:59,System - import,0
1349,NEDERWEERT EIND,946,2021-10-06 19:19:02,System - import,2021-10-06 19:19:02,System - import,0
1350,NEEDE,266,2021-10-06 19:19:02,System - import,2021-10-06 19:19:02,System - import,0
1351,NEER,1670,2021-10-06 19:19:06,System - import,2021-10-06 19:19:06,System - import,0
1352,NEERIJNEN,304,2021-10-06 19:19:07,System - import,2021-10-06 19:19:07,System - import,0
1353,NEERITTER,925,2021-10-06 19:19:07,System - import,2021-10-06 19:19:07,System - import,0
1354,NEERKANT,762,2021-10-06 19:19:08,System - import,2021-10-06 19:19:08,System - import,0
1355,NES AMELAND,60,2021-10-06 19:19:08,System - import,2021-10-06 19:19:08,System - import,0
1356,NES GEM BOARNSTERHIM,55,2021-10-06 19:19:09,System - import,2021-10-06 19:19:09,System - import,0
1357,NES GEM DONGERADEEL,58,2021-10-06 19:19:10,System - import,2021-10-06 19:19:10,System - import,0
1358,NETERSEL,1728,2021-10-06 19:19:10,System - import,2021-10-06 19:19:10,System - import,0
1359,NETTERDEN,237,2021-10-06 19:19:10,System - import,2021-10-06 19:19:10,System - import,0
1360,NIAWIER,58,2021-10-06 19:19:10,System - import,2021-10-06 19:19:10,System - import,0
1361,NIBBIXWOUD,466,2021-10-06 19:19:10,System - import,2021-10-06 19:19:10,System - import,0
1362,NIEBERT,25,2021-10-06 19:19:11,System - import,2021-10-06 19:19:11,System - import,0
1363,NIEHOVE,56,2021-10-06 19:19:11,System - import,2021-10-06 19:19:11,System - import,0
1364,NIEKERK DE MARNE,1663,2021-10-06 19:19:11,System - import,2021-10-06 19:19:11,System - import,0
1365,NIEKERK GROOTEGAST,15,2021-10-06 19:19:11,System - import,2021-10-06 19:19:11,System - import,0
1366,NIETAP,1699,2021-10-06 19:19:12,System - import,2021-10-06 19:19:12,System - import,0
1367,NIEUW AMSTERDAM,114,2021-10-06 19:19:12,System - import,2021-10-06 19:19:12,System - import,0
1368,NIEUW ANNERVEEN,1680,2021-10-06 19:19:14,System - import,2021-10-06 19:19:14,System - import,0
1369,NIEUW BALINGE,1731,2021-10-06 19:19:14,System - import,2021-10-06 19:19:14,System - import,0
1370,NIEUW BEERTA,1661,2021-10-06 19:19:14,System - import,2021-10-06 19:19:14,System - import,0
1371,NIEUW BEIJERLAND,588,2021-10-06 19:19:14,System - import,2021-10-06 19:19:14,System - import,0
1372,NIEUW BUINEN,1681,2021-10-06 19:19:15,System - import,2021-10-06 19:19:15,System - import,0
1373,NIEUW DORDRECHT,114,2021-10-06 19:19:17,System - import,2021-10-06 19:19:17,System - import,0
1374,NIEUW EN SINT JOOSLAND,687,2021-10-06 19:19:17,System - import,2021-10-06 19:19:17,System - import,0
1375,NIEUW HEETEN,177,2021-10-06 19:19:18,System - import,2021-10-06 19:19:18,System - import,0
1376,NIEUW LEKKERLAND,571,2021-10-06 19:19:18,System - import,2021-10-06 19:19:18,System - import,0
1377,NIEUW NAMEN,677,2021-10-06 19:19:20,System - import,2021-10-06 19:19:20,System - import,0
1378,NIEUW RODEN,1699,2021-10-06 19:19:20,System - import,2021-10-06 19:19:20,System - import,0
1379,NIEUW SCHEEMDA,39,2021-10-06 19:19:21,System - import,2021-10-06 19:19:21,System - import,0
1380,NIEUW SCHOONEBEEK,114,2021-10-06 19:19:21,System - import,2021-10-06 19:19:21,System - import,0
1381,NIEUW VENNEP,394,2021-10-06 19:19:21,System - import,2021-10-06 19:19:21,System - import,0
1382,NIEUW VOSSEMEER,851,2021-10-06 19:19:27,System - import,2021-10-06 19:19:27,System - import,0
1383,NIEUW WEERDINGE,114,2021-10-06 19:19:28,System - import,2021-10-06 19:19:28,System - import,0
1384,NIEUWAAL,297,2021-10-06 19:19:29,System - import,2021-10-06 19:19:29,System - import,0
1385,NIEUWDORP ZLD,654,2021-10-06 19:19:30,System - import,2021-10-06 19:19:30,System - import,0
1386,NIEUWE NIEDORP,412,2021-10-06 19:19:30,System - import,2021-10-06 19:19:30,System - import,0
1387,NIEUWE PEKELA,765,2021-10-06 19:19:31,System - import,2021-10-06 19:19:31,System - import,0
1388,NIEUWE TONGE,559,2021-10-06 19:19:33,System - import,2021-10-06 19:19:33,System - import,0
1389,NIEUWE WETERING,483,2021-10-06 19:19:33,System - import,2021-10-06 19:19:33,System - import,0
1390,NIEUWEBRUG,51,2021-10-06 19:19:34,System - import,2021-10-06 19:19:34,System - import,0
1391,NIEUWEDIEP,1680,2021-10-06 19:19:34,System - import,2021-10-06 19:19:34,System - import,0
1392,NIEUWEGEIN,356,2021-10-06 19:19:34,System - import,2021-10-06 19:19:34,System - import,0
1393,NIEUWEHORNE,74,2021-10-06 19:19:52,System - import,2021-10-06 19:19:52,System - import,0
1394,NIEUWENDIJK NB,870,2021-10-06 19:19:52,System - import,2021-10-06 19:19:52,System - import,0
1395,NIEUWER TER AA,311,2021-10-06 19:19:54,System - import,2021-10-06 19:19:54,System - import,0
1396,NIEUWERBRUG,497,2021-10-06 19:19:54,System - import,2021-10-06 19:19:54,System - import,0
1397,NIEUWERKERK,1676,2021-10-06 19:19:54,System - import,2021-10-06 19:19:54,System - import,0
1398,NIEUWERKERK AD IJSSEL,567,2021-10-06 19:19:55,System - import,2021-10-06 19:19:55,System - import,0
1399,NIEUWEROORD,118,2021-10-06 19:19:59,System - import,2021-10-06 19:19:59,System - import,0
1400,NIEUWERSLUIS,329,2021-10-06 19:19:59,System - import,2021-10-06 19:19:59,System - import,0
1401,NIEUWESCHANS,1661,2021-10-06 19:20:00,System - import,2021-10-06 19:20:00,System - import,0
1402,NIEUWESCHOOT,74,2021-10-06 19:20:00,System - import,2021-10-06 19:20:00,System - import,0
1403,NIEUWKOOP,569,2021-10-06 19:20:00,System - import,2021-10-06 19:20:00,System - import,0
1404,NIEUWKUIJK,797,2021-10-06 19:20:03,System - import,2021-10-06 19:20:03,System - import,0
1405,NIEUWLAND,707,2021-10-06 19:20:03,System - import,2021-10-06 19:20:03,System - import,0
1406,NIEUWLANDE,118,2021-10-06 19:20:04,System - import,2021-10-06 19:20:04,System - import,0
1407,NIEUWLANDE COEVORDEN,109,2021-10-06 19:20:04,System - import,2021-10-06 19:20:04,System - import,0
1408,NIEUWLEUSEN,148,2021-10-06 19:20:04,System - import,2021-10-06 19:20:04,System - import,0
1409,NIEUWOLDA,39,2021-10-06 19:20:06,System - import,2021-10-06 19:20:06,System - import,0
1410,NIEUWPOORT,694,2021-10-06 19:20:07,System - import,2021-10-06 19:20:07,System - import,0
1411,NIEUWSTADT,1711,2021-10-06 19:20:07,System - import,2021-10-06 19:20:07,System - import,0
1412,NIEUWVEEN,1673,2021-10-06 19:20:08,System - import,2021-10-06 19:20:08,System - import,0
1413,NIEUWVLIET,1714,2021-10-06 19:20:09,System - import,2021-10-06 19:20:09,System - import,0
1414,NIEZIJL,56,2021-10-06 19:20:10,System - import,2021-10-06 19:20:10,System - import,0
1415,NIFTRIK,296,2021-10-06 19:20:10,System - import,2021-10-06 19:20:10,System - import,0
1416,NIGTEVECHT,329,2021-10-06 19:20:10,System - import,2021-10-06 19:20:10,System - import,0
1417,NIJ BEETS,86,2021-10-06 19:20:10,System - import,2021-10-06 19:20:10,System - import,0
1418,NIJBROEK,285,2021-10-06 19:20:11,System - import,2021-10-06 19:20:11,System - import,0
1419,NIJEBERKOOP,85,2021-10-06 19:20:11,System - import,2021-10-06 19:20:11,System - import,0
1420,NIJEGA,90,2021-10-06 19:20:11,System - import,2021-10-06 19:20:11,System - import,0
1421,NIJEHASKE,51,2021-10-06 19:20:11,System - import,2021-10-06 19:20:11,System - import,0
1422,NIJEHOLTPADE,98,2021-10-06 19:20:12,System - import,2021-10-06 19:20:12,System - import,0
1423,NIJEHOLTWOLDE,98,2021-10-06 19:20:12,System - import,2021-10-06 19:20:12,System - import,0
1424,NIJELAMER,98,2021-10-06 19:20:12,System - import,2021-10-06 19:20:12,System - import,0
1425,NIJEMIRDUM,653,2021-10-06 19:20:12,System - import,2021-10-06 19:20:12,System - import,0
1426,NIJENSLEEK,1701,2021-10-06 19:20:12,System - import,2021-10-06 19:20:12,System - import,0
1427,NIJETRIJNE,98,2021-10-06 19:20:12,System - import,2021-10-06 19:20:12,System - import,0
1428,NIJEVEEN,119,2021-10-06 19:20:12,System - import,2021-10-06 19:20:12,System - import,0
1429,NIJHUIZUM,104,2021-10-06 19:20:13,System - import,2021-10-06 19:20:13,System - import,0
1430,NIJKERK GLD,267,2021-10-06 19:20:13,System - import,2021-10-06 19:20:13,System - import,0
1431,NIJKERKERVEEN,267,2021-10-06 19:20:19,System - import,2021-10-06 19:20:19,System - import,0
1432,NIJLAND,683,2021-10-06 19:20:20,System - import,2021-10-06 19:20:20,System - import,0
1433,NIJLANDE,1680,2021-10-06 19:20:20,System - import,2021-10-06 19:20:20,System - import,0
1434,NIJMEGEN,268,2021-10-06 19:20:20,System - import,2021-10-06 19:20:20,System - import,0
1435,NIJVERDAL,163,2021-10-06 19:21:04,System - import,2021-10-06 19:21:04,System - import,0
1436,NISPEN,1674,2021-10-06 19:21:10,System - import,2021-10-06 19:21:10,System - import,0
1437,NISSE,654,2021-10-06 19:21:11,System - import,2021-10-06 19:21:11,System - import,0
1438,NISTELRODE,1721,2021-10-06 19:21:11,System - import,2021-10-06 19:21:11,System - import,0
1439,NOARDBURGUM,737,2021-10-06 19:21:13,System - import,2021-10-06 19:21:13,System - import,0
1440,NOOITGEDACHT,1680,2021-10-06 19:21:14,System - import,2021-10-06 19:21:14,System - import,0
1441,NOORBEEK,936,2021-10-06 19:21:14,System - import,2021-10-06 19:21:14,System - import,0
1442,NOORD SLEEN,109,2021-10-06 19:21:14,System - import,2021-10-06 19:21:14,System - import,0
1443,NOORD-SCHARWOUDE,416,2021-10-06 19:21:15,System - import,2021-10-06 19:21:15,System - import,0
1444,NOORDBEEMSTER,370,2021-10-06 19:21:16,System - import,2021-10-06 19:21:16,System - import,0
1445,NOORDBROEK,1987,2021-10-06 19:21:16,System - import,2021-10-06 19:21:16,System - import,0
1446,NOORDEINDE GLD,269,2021-10-06 19:21:17,System - import,2021-10-06 19:21:17,System - import,0
1447,NOORDEINDE NH,365,2021-10-06 19:21:17,System - import,2021-10-06 19:21:17,System - import,0
1448,NOORDELOOS,689,2021-10-06 19:21:17,System - import,2021-10-06 19:21:17,System - import,0
1449,NOORDEN,569,2021-10-06 19:21:18,System - import,2021-10-06 19:21:18,System - import,0
1450,NOORDGOUWE,1676,2021-10-06 19:21:18,System - import,2021-10-06 19:21:18,System - import,0
1451,NOORDHORN,56,2021-10-06 19:21:19,System - import,2021-10-06 19:21:19,System - import,0
1452,NOORDLAREN,17,2021-10-06 19:21:19,System - import,2021-10-06 19:21:19,System - import,0
1453,NOORDSCHESCHUT,118,2021-10-06 19:21:19,System - import,2021-10-06 19:21:19,System - import,0
1454,NOORDWELLE,1676,2021-10-06 19:21:20,System - import,2021-10-06 19:21:20,System - import,0
1455,NOORDWIJK GN,25,2021-10-06 19:21:20,System - import,2021-10-06 19:21:20,System - import,0
1456,NOORDWIJK ZH,575,2021-10-06 19:21:20,System - import,2021-10-06 19:21:20,System - import,0
1457,NOORDWIJKERHOUT,576,2021-10-06 19:21:28,System - import,2021-10-06 19:21:28,System - import,0
1458,NOORDWOLDE FR,98,2021-10-06 19:21:31,System - import,2021-10-06 19:21:31,System - import,0
1459,NOORDWOLDE GN,5,2021-10-06 19:21:33,System - import,2021-10-06 19:21:33,System - import,0
1460,NOOTDORP,1926,2021-10-06 19:21:33,System - import,2021-10-06 19:21:33,System - import,0
1461,NORG,1699,2021-10-06 19:21:36,System - import,2021-10-06 19:21:36,System - import,0
1462,NOTTER,189,2021-10-06 19:21:37,System - import,2021-10-06 19:21:37,System - import,0
1463,NUENEN,820,2021-10-06 19:21:38,System - import,2021-10-06 19:21:38,System - import,0
1464,NUIS,25,2021-10-06 19:21:44,System - import,2021-10-06 19:21:44,System - import,0
1465,NULAND,1671,2021-10-06 19:21:44,System - import,2021-10-06 19:21:44,System - import,0
1466,NUMANSDORP,611,2021-10-06 19:21:45,System - import,2021-10-06 19:21:45,System - import,0
1467,NUNHEM,914,2021-10-06 19:21:47,System - import,2021-10-06 19:21:47,System - import,0
1468,NUNSPEET,302,2021-10-06 19:21:47,System - import,2021-10-06 19:21:47,System - import,0
1469,NUTH,951,2021-10-06 19:21:52,System - import,2021-10-06 19:21:52,System - import,0
1470,NUTTER,1774,2021-10-06 19:21:54,System - import,2021-10-06 19:21:54,System - import,0
1471,OBBICHT,1883,2021-10-06 19:21:55,System - import,2021-10-06 19:21:55,System - import,0
1472,OBDAM,429,2021-10-06 19:21:55,System - import,2021-10-06 19:21:55,System - import,0
1473,OCHTEN,258,2021-10-06 19:21:56,System - import,2021-10-06 19:21:56,System - import,0
1474,ODIJK,312,2021-10-06 19:21:58,System - import,2021-10-06 19:21:58,System - import,0
1475,ODILIAPEEL,856,2021-10-06 19:21:59,System - import,2021-10-06 19:21:59,System - import,0
1476,ODOORN,1681,2021-10-06 19:22:00,System - import,2021-10-06 19:22:00,System - import,0
1477,ODOORNERVEEN,1681,2021-10-06 19:22:00,System - import,2021-10-06 19:22:00,System - import,0
1478,OEFFELT,756,2021-10-06 19:22:00,System - import,2021-10-06 19:22:00,System - import,0
1479,OEGSTGEEST,579,2021-10-06 19:22:01,System - import,2021-10-06 19:22:01,System - import,0
1480,OENE,232,2021-10-06 19:22:07,System - import,2021-10-06 19:22:07,System - import,0
1481,OENTSJERK,737,2021-10-06 19:22:08,System - import,2021-10-06 19:22:08,System - import,0
1482,OFFINGAWIER,91,2021-10-06 19:22:08,System - import,2021-10-06 19:22:08,System - import,0
1483,OHE EN LAAK,933,2021-10-06 19:22:08,System - import,2021-10-06 19:22:08,System - import,0
1484,OIJEN,808,2021-10-06 19:22:09,System - import,2021-10-06 19:22:09,System - import,0
1485,OIRLO,984,2021-10-06 19:22:09,System - import,2021-10-06 19:22:09,System - import,0
1486,OIRSBEEK,962,2021-10-06 19:22:09,System - import,2021-10-06 19:22:09,System - import,0
1487,OIRSCHOT,823,2021-10-06 19:22:10,System - import,2021-10-06 19:22:10,System - import,0
1488,OISTERWIJK,824,2021-10-06 19:22:14,System - import,2021-10-06 19:22:14,System - import,0
1489,OKKENBROEK,150,2021-10-06 19:22:19,System - import,2021-10-06 19:22:19,System - import,0
1490,OLBURGEN,280,2021-10-06 19:22:19,System - import,2021-10-06 19:22:19,System - import,0
1491,OLDEBERKOOP,85,2021-10-06 19:22:19,System - import,2021-10-06 19:22:19,System - import,0
1492,OLDEBROEK,269,2021-10-06 19:22:20,System - import,2021-10-06 19:22:20,System - import,0
1493,OLDEHOLTPADE,98,2021-10-06 19:22:21,System - import,2021-10-06 19:22:21,System - import,0
1494,OLDEHOLTWOLDE,98,2021-10-06 19:22:21,System - import,2021-10-06 19:22:21,System - import,0
1495,OLDEHOVE,56,2021-10-06 19:22:22,System - import,2021-10-06 19:22:22,System - import,0
1496,OLDEKERK,15,2021-10-06 19:22:22,System - import,2021-10-06 19:22:22,System - import,0
1497,OLDELAMER,98,2021-10-06 19:22:22,System - import,2021-10-06 19:22:22,System - import,0
1498,OLDEMARKT,1708,2021-10-06 19:22:22,System - import,2021-10-06 19:22:22,System - import,0
1499,OLDENZAAL,173,2021-10-06 19:22:23,System - import,2021-10-06 19:22:23,System - import,0
1500,OLDENZIJL,1651,2021-10-06 19:22:32,System - import,2021-10-06 19:22:32,System - import,0
1501,OLDEOUWER,51,2021-10-06 19:22:32,System - import,2021-10-06 19:22:32,System - import,0
1502,OLDETRIJNE,98,2021-10-06 19:22:32,System - import,2021-10-06 19:22:32,System - import,0
1503,OLST,1773,2021-10-06 19:22:32,System - import,2021-10-06 19:22:32,System - import,0
